english,minihongo,japanese,english_litteral,example_minihongo,example_english,page,category
Child: Why not stop it? Can't people choose not to fight?,子供: なぜ止めないの？戦わないと選ぶことができるじゃないの？,,,,,reading,考える対話 (Thinking Dialogs) > なぜ人は戦うの？ (Why Do People Fight?)
"Father: Some can. But when angry, or when afraid, people can no longer think clearly.",父: できる人もいる。でも怒っている時、または怖い時、人はよく考えることができなくなる。,,,,,reading,考える対話 (Thinking Dialogs) > なぜ人は戦うの？ (Why Do People Fight?)
"Child: So to avoid fighting, is it necessary to talk before fear comes?",子供: じゃあ戦わないために、怖くなる前に話をすることが必要？,,,,,reading,考える対話 (Thinking Dialogs) > なぜ人は戦うの？ (Why Do People Fight?)
"Father: Yes. Words come before fighting. When words are gone, hands and bodies begin.",父: そう。言葉は戦いの前にある。言葉がなくなると、手と体が始まる。,,,,,reading,考える対話 (Thinking Dialogs) > なぜ人は戦うの？ (Why Do People Fight?)
"A: Animals eat, drink, protect their young too. Are humans truly different?",A: 動物も食べて、飲んで、子供を守る。人と本当に違う？,,,,,reading,考える対話 (Thinking Dialogs) > 人だけが持つ物 (What Only Humans Have)
B: Humans write. They give words to people they've never met. Even after death.,B: 人は書く。会ったことのない人に言葉を与える。死んだ後も。,,,,,reading,考える対話 (Thinking Dialogs) > 人だけが持つ物 (What Only Humans Have)
A: That's significant. Animals live in the now. Humans live in the before and after.,A: それは大きい。動物は今に生きる。人は前と後に生きる。,,,,,reading,考える対話 (Thinking Dialogs) > 人だけが持つ物 (What Only Humans Have)
B: Humans also make machines - things that allow them to do what hands alone cannot.,B: 人は機械も作る。手でできないことを機械でできるようにする。,,,,,reading,考える対話 (Thinking Dialogs) > 人だけが持つ物 (What Only Humans Have)
A: But there are animals that use stones too. Humans are not the only ones who use things.,A: でも石を使う動物もいる。人だけが物を使うのではない。,,,,,reading,考える対話 (Thinking Dialogs) > 人だけが持つ物 (What Only Humans Have)
B: Using a thing and thinking about a thing are different. Humans think about things they cannot see.,B: 物を使うことと、物について考えることは違う。人は見えない事を考える。,,,,,reading,考える対話 (Thinking Dialogs) > 人だけが持つ物 (What Only Humans Have)
A: Invisible things? What kind of things?,A: 見えない事？　どんな事？,,,,,reading,考える対話 (Thinking Dialogs) > 人だけが持つ物 (What Only Humans Have)
"B: ""Why do we live?"" Animals don't ask this. Only humans ask it. Whether that's good or bad - we still don't know.",B: 「なぜ生きるのか」。動物はこれを聞かない。人だけが聞く。それが良いことか悪いことかは、まだ知らない。,,,,,reading,考える対話 (Thinking Dialogs) > 人だけが持つ物 (What Only Humans Have)
A: Many years have ended since we came to this place. That tree was small before.,A: この場所に来て、多い年が終わった。あの木は前に小さかった。,,,,,reading,考える対話 (Thinking Dialogs) > 時について (On Time)
B: The tree has changed. But the mountain hasn't changed. Time differs depending on the thing.,B: 木は変わった。でも山は変わっていない。時は物によって違う。,,,,,reading,考える対話 (Thinking Dialogs) > 時について (On Time)
A: We have changed too. Our bodies have changed. But... what about inside our hearts?,A: 私たちも変わった。体が変わった。でも……心の中はどうだろう。,,,,,reading,考える対話 (Thinking Dialogs) > 時について (On Time)
B: What we felt as children is still inside our hearts. Unchanged.,B: 子供の時に感じた事は、まだ心の中にある。変わっていない。,,,,,reading,考える対話 (Thinking Dialogs) > 時について (On Time)
A: Does time only move forward? Can we not go back?,A: 時は前に動くだけ？　前に行くことはできない？,,,,,reading,考える対話 (Thinking Dialogs) > 時について (On Time)
"B: The body cannot go back. But the heart can - inside books, inside closed eyes.",B: 体は前に行けない。でも心は行ける。本の中で、目を閉めた中で。,,,,,reading,考える対話 (Thinking Dialogs) > 時について (On Time)
"A: Then there are two times: the time of the body, and the time of the heart.",A: それなら時は二つある。体の時と、心の時と。,,,,,reading,考える対話 (Thinking Dialogs) > 時について (On Time)
"B: And even after we die, what you and I felt may go on living inside the hearts of other people.",B: そして私たちが死んだ後も、あなたと私が感じた事は他の人の心の中で生きるかもしれない。,,,,,reading,考える対話 (Thinking Dialogs) > 時について (On Time)
"A: Teacher, if I have read a book, can I say I know that thing?",A: 先生、本を読んだら、その事を知っていると言えますか。,,,,,reading,考える対話 (Thinking Dialogs) > 知ること (Learning)
B: You can know the words of a book. But truly knowing is different.,B: 本の言葉は知ることができます。でも、本当に知ることは違います。,,,,,reading,考える対話 (Thinking Dialogs) > 知ること (Learning)
A: How is it different?,A: どう違いますか。,,,,,reading,考える対話 (Thinking Dialogs) > 知ること (Learning)
"B: When you have made something with your hands, felt something in your body - that is when truly knowing begins.",B: 手で作ったり、体で感じたりしたとき、本当に知る事が始まります。,,,,,reading,考える対話 (Thinking Dialogs) > 知ること (Learning)
A: Then I do not know yet?,A: では、私はまだ知らないのですか。,,,,,reading,考える対話 (Thinking Dialogs) > 知ること (Learning)
"B: If you want to know, it has already begun. I think that is enough.",B: 知りたいと思っているなら、もう始まっています。それで良いと思います。,,,,,reading,考える対話 (Thinking Dialogs) > 知ること (Learning)
A: Does knowing ever end?,A: 知ることは終わりますか。,,,,,reading,考える対話 (Thinking Dialogs) > 知ること (Learning)
B: Even a good teacher feels there are still very many things they do not know.,B: 良い先生も、まだ知らない事がとても多いと感じています。,,,,,reading,考える対話 (Thinking Dialogs) > 知ること (Learning)
A: This sea is very large. What is on the other side?,A: この海はとても大きいですね。外に何がありますか。,,,,,reading,考える対話 (Thinking Dialogs) > 海の外 (The Sea)
B: There are other countries. But you cannot see them with your eyes.,B: 他の国があります。でも目では見えません。,,,,,reading,考える対話 (Thinking Dialogs) > 海の外 (The Sea)
A: Do you think the people of those countries are also looking at this water?,A: その国の人たちも、この水を見ていると思いますか。,,,,,reading,考える対話 (Thinking Dialogs) > 海の外 (The Sea)
"B: Yes, it is all one water. I think the sea is one.",B: はい、全部一つの水です。海は一つだと思います。,,,,,reading,考える対話 (Thinking Dialogs) > 海の外 (The Sea)
A: What lives inside the water?,A: 水の中に何がいますか。,,,,,reading,考える対話 (Thinking Dialogs) > 海の外 (The Sea)
B: Many animals. I think there are still animals we do not know.,B: 動物が多くいます。私たちが知らない動物も、まだいると思います。,,,,,reading,考える対話 (Thinking Dialogs) > 海の外 (The Sea)
A: Is the sea frightening?,A: 海は怖いですか。,,,,,reading,考える対話 (Thinking Dialogs) > 海の外 (The Sea)
"B: It is frightening. But when I hear the sound of the sea, my heart becomes well.",B: 怖いです。でも海の音を聞くと、心が良くなります。,,,,,reading,考える対話 (Thinking Dialogs) > 海の外 (The Sea)
"A: I feel that too. Standing before something vast, my heart becomes small.",A: 私もそう感じます。大きい物の前に立つと、心が小さくなります。,,,,,reading,考える対話 (Thinking Dialogs) > 海の外 (The Sea)
"A: This country has changed a great deal. Before, it was different.",A: この国はとても変わりましたね。前は違いました。,,,,,reading,考える対話 (Thinking Dialogs) > 新しいものと前のもの (Old and New)
B: Yes. There are many more new buildings. The houses that were here before have grown few.,B: はい。新しい建物が多くなりました。前からある家は少なくなりました。,,,,,reading,考える対話 (Thinking Dialogs) > 新しいものと前のもの (Old and New)
"A: The old roads have also changed. Before, there were many trees.",A: 前からある道も変わりました。前は木が多かったです。,,,,,reading,考える対話 (Thinking Dialogs) > 新しいものと前のもの (Old and New)
"B: Are new things good, or bad?",B: 新しいものは良いですか、悪いですか。,,,,,reading,考える対話 (Thinking Dialogs) > 新しいものと前のもの (Old and New)
"A: With new machines, the things people do have become faster. But people who know the earlier ways of doing things are growing fewer.",A: 新しい機械で、人がする事が速くなりました。でも前にしていた事を知っている人が少なくなっています。,,,,,reading,考える対話 (Thinking Dialogs) > 新しいものと前のもの (Old and New)
B: Even words change. Do the words of the people before us still exist?,B: 言葉も変わります。前の人たちの言葉は今もありますか。,,,,,reading,考える対話 (Thinking Dialogs) > 新しいものと前のもの (Old and New)
A: They exist inside books. But only a few people use them.,A: 本の中にあります。でも使う人は少しだけです。,,,,,reading,考える対話 (Thinking Dialogs) > 新しいものと前のもの (Old and New)
B: Is there anything that does not change?,B: 変わらない事はありますか。,,,,,reading,考える対話 (Thinking Dialogs) > 新しいものと前のもの (Old and New)
A: The mountains and sea have not changed. The sun still rises every day.,A: 山と海はまだ変わりません。太陽も毎日出ます。,,,,,reading,考える対話 (Thinking Dialogs) > 新しいものと前のもの (Old and New)
"A: When I hear the sounds that person made, I become sad. Why is that?",A: あの人が作った音を聞くと、悲しくなります。なぜですか。,,,,,reading,考える対話 (Thinking Dialogs) > 音と心 (Music and Feelings)
